738656.8093287037	29.1569554047	263.7897400550	1613.5846053489	9059.2851879078
738656.8176620370	26.6376317007	233.6841148517	1319.9688582717	8306.4051146270
738656.8259953704	26.6376317007	240.6956486414	1233.6513295716	7342.7568350698
738656.8343287037	26.8811470470	229.2664509460	1006.7452523636	6129.0798521584
738656.8426620370	29.1569554047	221.4039151942	278.0009227171	6129.0759384840
738656.8509953703	36.5130951433	218.3427225010	212.9050547430	5035.2981974929
738656.8593287037	58.6441195088	208.5194831012	232.3156017068	4343.2612766380
738656.8676620370	26.8811470470	127.3659132895	134.5709124020	3228.2385199944
738656.8759953703	22.8963576779	106.2938822477	134.5662584183	2310.8269245682
738656.8843287037	22.6699367197	124.8773117195	112.8522823598	1977.5911130260
738656.8926620370	12.8682250495	101.1208374483	103.2356344879	1696.8679215096
738656.9009953703	12.8682250495	93.9843394737	100.9204351845	1447.6414259121
738656.9093287037	7.5714417050	64.9505306021	52.6564956810	1124.3718216093
738656.9176620371	5.8694906400	64.2493586805	52.4906081613	915.9797054736
738656.9259953704	5.2429361149	43.2960396844	47.7069948290	898.4556658537
738656.9343287037	4.3998204264	41.5271699961	47.7069102120	669.0647298310
738656.9426620370	3.0217732985	26.0759993993	40.5802700069	669.0647298310
738656.9509953704	3.0217732985	16.7118164581	26.8756007191	663.7485776305
738656.9593287037	3.0217732985	8.0252867866	19.4304461154	637.8343596843
738656.9676620370	3.0144429531	5.1595649462	16.5778905735	637.8343596843
738656.9759953703	3.0217732985	5.9338787344	17.7224668238	635.0775956212
738656.9843287037	3.1805890897	4.3845120614	20.1291682178	618.6989369691
738656.9926620370	3.4630986209	2.7161322046	10.2055868477	633.2379611196
