3.0000000000	2.1000000000	1.7000000000	1.4500000000	1.2000000000
738656.0009953703	8.5059609065	9.3774241469	76.0725501798	1268.1250613692
738656.0093287036	8.2093959485	9.0874395386	72.7839478090	1112.4760071288
738656.0176620370	7.7088997942	8.7974549304	70.5830498035	1027.5996282121
738656.0259953703	5.6787413099	8.6434740290	67.1499782668	1019.6354414179
738656.0343287037	3.9463605365	8.1525252844	64.4667235251	993.3444547219
738656.0426620370	3.6853863355	7.2184120096	48.2044731013	977.7453847427
738656.0509953704	2.3146360338	6.8459811080	58.6860649531	977.7453847427
738656.0593287037	1.4111252406	5.6327871830	58.6860649531	956.0840324033
738656.0676620370	0.8899823240	5.6327871830	57.1155391484	875.3695690923
738656.0759953703	0.7261617058	5.6327871830	58.4934192642	831.5713815629
738656.0843287037	0.7261617058	5.6327871830	58.4934192642	802.6096046589
738656.0926620370	0.8899823240	5.6327871830	58.4934192642	802.6096046589
738656.1009953703	1.0169763083	6.8382214564	58.6860649531	802.6096046589
738656.1093287036	1.0169763083	7.2966413385	60.6767823140	802.6096046589
738656.1176620370	1.0546200425	9.3070417219	71.5433377553	802.6096046589
738656.1259953703	1.6146744806	10.0622371777	75.5010739887	1140.4574205670
738656.1343287036	2.7314867823	11.1298058000	86.3188024154	1324.7856856219
738656.1426620370	3.1775321047	16.3878299670	98.7591245900	1555.4435964471
738656.1509953703	7.9281492786	48.5014662419	101.7787074470	1591.1254820350
738656.1593287037	8.5350374801	50.8646072550	106.6507576822	1635.0845156340
738656.1676620370	9.2286364017	51.6542552674	117.6946321944	1645.8449117542
738656.1759953704	10.3106472405	51.6542552674	125.0391854021	1659.3335712926
738656.1843287037	10.4517007487	51.6542552674	129.2030905154	1666.3468298315
738656.1926620370	10.3106472405	48.8760367946	132.2029602098	1672.6405519079
738656.2009953703	9.2286364017	48.0877903971	129.0734738628	1672.6405519079
738656.2093287037	8.5578832816	44.8621500271	125.5495809250	1651.7601943741
738656.2176620370	8.9795619001	40.3786658777	129.0734738628	1645.8449117542
738656.2259953703	9.4146169982	40.3786658777	129.0734738628	1595.6588199248
738656.2343287036	10.8147403825	40.3786658777	129.0734738628	1595.4006081497
738656.2426620370	10.5052939145	40.3786658777	127.1314130757	1585.6540462208
738656.2509953703	8.7469387647	36.8355587947	117.1923108709	1583.9828095682
738656.2593287036	6.1251192777	28.4972788273	104.2338555235	1509.0118226477
738656.2676620370	8.4527715972	23.3192541399	99.9332241584	1392.8544229228
738656.2759953703	8.4527715972	23.3192541399	94.7920042251	1314.0582324628
738656.2843287037	8.4527715972	23.3192541399	94.7920042251	1314.0582324628
738656.2926620370	7.5132299232	19.6940600894	56.9300647407	1314.0582324628
738656.3009953704	7.0719416190	8.0542514857	35.3850412372	1255.8759932937
738656.3093287037	5.9713757802	8.0542514857	30.8768562375	1120.9652519756
738656.3176620370	5.1218220021	6.2027091300	26.9422938750	1120.9652519756
738656.3259953703	5.1218220021	5.8571578598	26.9422938750	1113.1192861464
738656.3343287037	4.5358210842	5.8571578598	26.9422938750	1113.1192861464
738656.3426620370	3.9952294385	6.2062126131	26.9422938750	1113.1192861464
738656.3509953703	4.0235401455	8.5342761533	29.1556136428	1120.9652519756
738656.3593287036	4.7910588690	15.0727223204	30.8768562375	1143.3938194176
738656.3676620370	4.7910588690	17.8647904621	45.4626475040	1151.5362571459
738656.3759953703	4.7910588690	31.3096590973	49.4207753649	1228.4798706805
738656.3843287036	5.6289140488	35.2678988823	54.2644524014	1425.4439819296
738656.3926620370	14.0442270716	48.8302217596	54.2848142696	2312.5747936008
738656.4009953703	19.7882840379	66.0327336730	60.9111142365	3554.3071844103
738656.4093287037	37.3597916957	119.0689147089	84.0104156093	4232.0059570963
738656.4176620370	50.7385854484	125.8843364754	110.7489011431	4298.6769006918
738656.4259953704	75.0383536570	163.7081874017	179.2663704421	4298.6769006918
738656.4343287037	102.3845923661	204.2146459572	249.0577198357	4490.5219723046
738656.4426620370	112.4218723926	214.1381442499	426.6389419342	4581.0745480793
738656.4509953703	117.4043729512	246.1254502008	583.2825145927	5297.5323260331
738656.4593287037	151.0125326377	313.6111041314	1228.6390439708	6096.2785398966
738656.4676620370	195.2597778447	333.9344127416	1234.5261933868	6863.9715350905
738656.4759953703	195.2597778447	363.5951391675	1463.5318594355	7310.8825632743
738656.4843287036	195.2597778447	421.5644220743	1472.5723201129	9608.9998442488
738656.4926620370	195.2597778447	476.9791028148	1472.5723201129	13302.1579498891
738656.5009953703	195.2597778447	549.8322224652	1472.5723201129	13797.6356295263
738656.5093287037	144.3314984241	1101.7787671367	1633.7908340489	14637.0186348479
738656.5176620370	195.2597778447	1203.6428159577	1784.5148459101	14637.0186348479
738656.5259953703	291.8304042504	1215.2330848499	1784.5148459101	14928.9266989959
738656.5343287037	291.8304042504	1256.9303288561	1784.4643326638	16300.9817406972
738656.5426620371	328.0658063189	1256.9878027590	1458.7892038484	16300.9817406972
738656.5509953704	317.4170118760	1256.9303288561	1458.7892038484	18604.7952102211
738656.5593287037	298.5081983465	1256.9303288561	1458.7892038484	25125.9617832302
738656.5676620370	329.8466752548	950.6686371499	2688.0800323038	26563.8362764668
738656.5759953704	368.7047424290	950.6686371499	3124.9454560287	29309.4181961960
738656.5843287037	380.0873955838	950.6686371499	3187.1945005300	29313.9231977047
738656.5926620370	380.0873955838	753.1204198449	3020.7281343100	33145.0641515848
738656.6009953703	495.8718886511	755.2538133928	2681.5805958572	35083.7279076439
738656.6093287037	499.9366785309	899.8963052203	2807.0802695015	35083.7279076439
738656.6176620370	527.4481454820	755.2538133928	2807.0802695015	35083.7279076439
738656.6259953703	380.0873955838	695.8804473150	2807.0802695015	36711.9365256597
738656.6343287037	512.2220823214	1035.8499679161	2680.8786946021	35083.7279076439
738656.6426620370	605.9696999805	1877.9758080366	2513.4316977891	34602.1268653048
738656.6509953703	605.9696999805	2952.3391051549	2374.9813893175	33373.6872973608
738656.6593287037	512.2220823214	2915.7548781564	2374.9355679988	33093.9231947329
738656.6676620371	512.2220823214	2478.8142538693	2215.3609745317	33373.6872973608
738656.6759953704	623.5454649928	2478.8142538693	1582.5862186090	33373.6872973608
738656.6843287037	512.2220823214	1037.3286934077	1582.5862186090	31330.1220947889
738656.6926620370	367.3505147676	694.3820167052	1804.1427811696	31330.0835676194
738656.7009953704	367.3505147676	610.8870270957	2374.9355679988	31126.8199427462
738656.7093287037	338.7463745553	487.9548663118	2989.5305835926	31126.8199427462
738656.7176620370	338.7463745553	487.9548663118	3263.2677875309	31330.1220947889
738656.7259953703	284.3937433519	487.9548663118	3434.5169393026	32558.8310657691
738656.7343287037	525.2891712612	439.7567981736	3263.2677875309	32882.7463859007
738656.7426620370	284.3937433519	378.5431150741	3001.4544061365	31126.8199427462
738656.7509953703	192.2073852530	378.5431108732	3001.4544061365	25419.3339375931
738656.7593287037	80.1065054690	488.3083590772	3083.4074241055	23253.1914089165
738656.7676620370	62.7184396447	488.3083590772	3001.4544048919	18098.9532015400
738656.7759953703	62.7184396447	488.3083590772	2510.1145490910	17223.4838575163
738656.7843287037	62.7184396447	591.9261870134	2115.8417599647	11207.3505861144
738656.7926620371	57.9605705625	591.9261870134	1975.5458010749	10853.5882229732
738656.8009953704	29.1569554047	294.5183429377	1952.6441945915	9059.2878031094
